bird_name,count,Year,Transect,Temp,ObservCond,Bay
Horned Grebe,0,2001,102,3.9,Average,Uyak
Loon,0,2001,102,3.9,Average,Uyak
Marbled Murrelet,4,2001,102,3.9,Average,Uyak
Long-tailed Duck,0,2001,102,3.9,Average,Uyak
Pigeon Guillemot,0,2001,102,3.9,Average,Uyak
Red-breasted Merganser,0,2001,102,3.9,Average,Uyak
Red-necked Grebe,0,2001,102,3.9,Average,Uyak
Surf Scoter,0,2001,102,3.9,Average,Uyak
White-winged Scoter,0,2001,102,3.9,Average,Uyak
Barrow's Goldeneye,0,2002,102,4.2,Good,Uyak
Black Scoter,0,2002,102,4.2,Good,Uyak
Common Merganser,0,2002,102,4.2,Good,Uyak
Common Murre,9,2002,102,4.2,Good,Uyak
Cormorant,0,2002,102,4.2,Good,Uyak
Harlequin Duck,0,2002,102,4.2,Good,Uyak
Horned Grebe,0,2002,102,4.2,Good,Uyak
Loon,0,2002,102,4.2,Good,Uyak
Marbled Murrelet,3,2002,102,4.2,Good,Uyak
Long-tailed Duck,0,2002,102,4.2,Good,Uyak
Pigeon Guillemot,0,2002,102,4.2,Good,Uyak
Red-breasted Merganser,0,2002,102,4.2,Good,Uyak
Red-necked Grebe,0,2002,102,4.2,Good,Uyak
Surf Scoter,0,2002,102,4.2,Good,Uyak
White-winged Scoter,0,2002,102,4.2,Good,Uyak
Barrow's Goldeneye,0,2003,102,5,Good,Uyak
Black Scoter,0,2003,102,5,Good,Uyak
Common Merganser,0,2003,102,5,Good,Uyak
Common Murre,21,2003,102,5,Good,Uyak
Cormorant,0,2003,102,5,Good,Uyak
Harlequin Duck,0,2003,102,5,Good,Uyak
Horned Grebe,0,2003,102,5,Good,Uyak
Loon,0,2003,102,5,Good,Uyak
Marbled Murrelet,3,2003,102,5,Good,Uyak
Long-tailed Duck,0,2003,102,5,Good,Uyak
Pigeon Guillemot,0,2003,102,5,Good,Uyak
Red-breasted Merganser,0,2003,102,5,Good,Uyak
Red-necked Grebe,0,2003,102,5,Good,Uyak
Surf Scoter,0,2003,102,5,Good,Uyak
White-winged Scoter,0,2003,102,5,Good,Uyak
Barrow's Goldeneye,0,2004,102,4.6,Good,Uyak
Black Scoter,0,2004,102,4.6,Good,Uyak
Common Merganser,0,2004,102,4.6,Good,Uyak
Common Murre,1,2004,102,4.6,Good,Uyak
Harlequin Duck,0,2004,102,4.6,Good,Uyak
Horned Grebe,0,2004,102,4.6,Good,Uyak
Loon,0,2004,102,4.6,Good,Uyak
Marbled Murrelet,3,2004,102,4.6,Good,Uyak
Long-tailed Duck,0,2004,102,4.6,Good,Uyak
Pigeon Guillemot,0,2004,102,4.6,Good,Uyak
Red-breasted Merganser,0,2004,102,4.6,Good,Uyak
Red-necked Grebe,0,2004,102,4.6,Good,Uyak
Surf Scoter,0,2004,102,4.6,Good,Uyak
White-winged Scoter,0,2004,102,4.6,Good,Uyak
Barrow's Goldeneye,0,2005,102,4.4,Excellent,Uyak
Black Scoter,0,2005,102,4.4,Excellent,Uyak
Common Merganser,0,2005,102,4.4,Excellent,Uyak
Common Murre,10,2005,102,4.4,Excellent,Uyak
Harlequin Duck,0,2005,102,4.4,Excellent,Uyak
Horned Grebe,0,2005,102,4.4,Excellent,Uyak
Marbled Murrelet,0,2005,102,4.4,Excellent,Uyak
Long-tailed Duck,0,2005,102,4.4,Excellent,Uyak
Pigeon Guillemot,0,2005,102,4.4,Excellent,Uyak
Red-breasted Merganser,0,2005,102,4.4,Excellent,Uyak
Red-necked Grebe,0,2005,102,4.4,Excellent,Uyak
Surf Scoter,0,2005,102,4.4,Excellent,Uyak
White-winged Scoter,0,2005,102,4.4,Excellent,Uyak
Barrow's Goldeneye,0,1986,103,4.5,Excellent,Uyak
Black Scoter,30,1986,103,4.5,Excellent,Uyak
Common Merganser,0,1986,103,4.5,Excellent,Uyak
Common Murre,4,1986,103,4.5,Excellent,Uyak
Cormorant,0,1986,103,4.5,Excellent,Uyak
Harlequin Duck,10,1986,103,4.5,Excellent,Uyak
Horned Grebe,4,1986,103,4.5,Excellent,Uyak
Loon,2,1986,103,4.5,Excellent,Uyak
Marbled Murrelet,2,1986,103,4.5,Excellent,Uyak
Long-tailed Duck,8,1986,103,4.5,Excellent,Uyak
Pigeon Guillemot,0,1986,103,4.5,Excellent,Uyak
Red-breasted Merganser,0,1986,103,4.5,Excellent,Uyak
Red-necked Grebe,5,1986,103,4.5,Excellent,Uyak
Surf Scoter,17,1986,103,4.5,Excellent,Uyak
White-winged Scoter,11,1986,103,4.5,Excellent,Uyak
Barrow's Goldeneye,0,1987,103,4.8,Good,Uyak
Black Scoter,61,1987,103,4.8,Good,Uyak
Common Merganser,0,1987,103,4.8,Good,Uyak
Common Murre,3,1987,103,4.8,Good,Uyak
Cormorant,2,1987,103,4.8,Good,Uyak
Harlequin Duck,10,1987,103,4.8,Good,Uyak
Horned Grebe,1,1987,103,4.8,Good,Uyak
Loon,3,1987,103,4.8,Good,Uyak
Marbled Murrelet,0,1987,103,4.8,Good,Uyak
Long-tailed Duck,4,1987,103,4.8,Good,Uyak
Pigeon Guillemot,0,1987,103,4.8,Good,Uyak
Red-breasted Merganser,0,1987,103,4.8,Good,Uyak
Red-necked Grebe,2,1987,103,4.8,Good,Uyak
Surf Scoter,2,1987,103,4.8,Good,Uyak
White-winged Scoter,18,1987,103,4.8,Good,Uyak
Barrow's Goldeneye,4,1988,103,4,Excellent,Uyak
Black Scoter,18,1988,103,4,Excellent,Uyak
Common Merganser,0,1988,103,4,Excellent,Uyak
Common Murre,1,1988,103,4,Excellent,Uyak
Cormorant,2,1988,103,4,Excellent,Uyak
Harlequin Duck,6,1988,103,4,Excellent,Uyak
Horned Grebe,0,1988,103,4,Excellent,Uyak
Loon,3,1988,103,4,Excellent,Uyak
Marbled Murrelet,0,1988,103,4,Excellent,Uyak
Long-tailed Duck,9,1988,103,4,Excellent,Uyak
Pigeon Guillemot,0,1988,103,4,Excellent,Uyak
Red-breasted Merganser,0,1988,103,4,Excellent,Uyak
Red-necked Grebe,1,1988,103,4,Excellent,Uyak
Surf Scoter,0,1988,103,4,Excellent,Uyak
White-winged Scoter,5,1988,103,4,Excellent,Uyak
Barrow's Goldeneye,0,1989,103,2.7,Excellent,Uyak
Black Scoter,42,1989,103,2.7,Excellent,Uyak
Common Merganser,0,1989,103,2.7,Excellent,Uyak
Common Murre,22,1989,103,2.7,Excellent,Uyak
Cormorant,2,1989,103,2.7,Excellent,Uyak
Harlequin Duck,8,1989,103,2.7,Excellent,Uyak
Horned Grebe,7,1989,103,2.7,Excellent,Uyak
Loon,4,1989,103,2.7,Excellent,Uyak
Marbled Murrelet,0,1989,103,2.7,Excellent,Uyak
Long-tailed Duck,12,1989,103,2.7,Excellent,Uyak
Pigeon Guillemot,1,1989,103,2.7,Excellent,Uyak
Red-breasted Merganser,0,1989,103,2.7,Excellent,Uyak
Red-necked Grebe,5,1989,103,2.7,Excellent,Uyak
Surf Scoter,7,1989,103,2.7,Excellent,Uyak
White-winged Scoter,17,1989,103,2.7,Excellent,Uyak
Barrow's Goldeneye,0,1990,103,2.2,Excellent,Uyak
Black Scoter,42,1990,103,2.2,Excellent,Uyak
Common Merganser,0,1990,103,2.2,Excellent,Uyak
Common Murre,0,1990,103,2.2,Excellent,Uyak
Cormorant,3,1990,103,2.2,Excellent,Uyak
Harlequin Duck,23,1990,103,2.2,Excellent,Uyak
Horned Grebe,0,1990,103,2.2,Excellent,Uyak
Loon,3,1990,103,2.2,Excellent,Uyak
Marbled Murrelet,0,1990,103,2.2,Excellent,Uyak
Long-tailed Duck,9,1990,103,2.2,Excellent,Uyak
Pigeon Guillemot,1,1990,103,2.2,Excellent,Uyak
Red-breasted Merganser,0,1990,103,2.2,Excellent,Uyak
Red-necked Grebe,1,1990,103,2.2,Excellent,Uyak
Surf Scoter,2,1990,103,2.2,Excellent,Uyak
White-winged Scoter,34,1990,103,2.2,Excellent,Uyak
Barrow's Goldeneye,0,1991,103,2.5,Average,Uyak
Black Scoter,57,1991,103,2.5,Average,Uyak
Common Merganser,0,1991,103,2.5,Average,Uyak
Common Murre,1,1991,103,2.5,Average,Uyak
Cormorant,3,1991,103,2.5,Average,Uyak
Harlequin Duck,16,1991,103,2.5,Average,Uyak
Horned Grebe,0,1991,103,2.5,Average,Uyak
Loon,3,1991,103,2.5,Average,Uyak
Marbled Murrelet,0,1991,103,2.5,Average,Uyak
Long-tailed Duck,0,1991,103,2.5,Average,Uyak
Pigeon Guillemot,2,1991,103,2.5,Average,Uyak
Red-breasted Merganser,0,1991,103,2.5,Average,Uyak
Red-necked Grebe,0,1991,103,2.5,Average,Uyak
Surf Scoter,6,1991,103,2.5,Average,Uyak
White-winged Scoter,23,1991,103,2.5,Average,Uyak
Barrow's Goldeneye,2,1992,103,3.5,Excellent,Uyak
Black Scoter,0,1992,103,3.5,Excellent,Uyak
Common Merganser,0,1992,103,3.5,Excellent,Uyak
Common Murre,1,1992,103,3.5,Excellent,Uyak
Cormorant,3,1992,103,3.5,Excellent,Uyak
Harlequin Duck,15,1992,103,3.5,Excellent,Uyak
Horned Grebe,0,1992,103,3.5,Excellent,Uyak
Loon,2,1992,103,3.5,Excellent,Uyak
Marbled Murrelet,0,1992,103,3.5,Excellent,Uyak
Long-tailed Duck,6,1992,103,3.5,Excellent,Uyak
Pigeon Guillemot,2,1992,103,3.5,Excellent,Uyak
Red-breasted Merganser,0,1992,103,3.5,Excellent,Uyak
Red-necked Grebe,0,1992,103,3.5,Excellent,Uyak
Surf Scoter,18,1992,103,3.5,Excellent,Uyak
White-winged Scoter,0,1992,103,3.5,Excellent,Uyak
Barrow's Goldeneye,0,1993,103,3,Excellent,Uyak
Black Scoter,42,1993,103,3,Excellent,Uyak
Common Merganser,0,1993,103,3,Excellent,Uyak
Common Murre,6,1993,103,3,Excellent,Uyak
Cormorant,15,1993,103,3,Excellent,Uyak
Harlequin Duck,10,1993,103,3,Excellent,Uyak
Horned Grebe,1,1993,103,3,Excellent,Uyak
Loon,5,1993,103,3,Excellent,Uyak
Marbled Murrelet,0,1993,103,3,Excellent,Uyak
Long-tailed Duck,5,1993,103,3,Excellent,Uyak
Pigeon Guillemot,3,1993,103,3,Excellent,Uyak
Red-breasted Merganser,1,1993,103,3,Excellent,Uyak
Red-necked Grebe,2,1993,103,3,Excellent,Uyak
Surf Scoter,2,1993,103,3,Excellent,Uyak
White-winged Scoter,0,1993,103,3,Excellent,Uyak
Barrow's Goldeneye,0,1994,103,3.5,Excellent,Uyak
Black Scoter,146,1994,103,3.5,Excellent,Uyak
Common Merganser,0,1994,103,3.5,Excellent,Uyak
Common Murre,6,1994,103,3.5,Excellent,Uyak
Cormorant,2,1994,103,3.5,Excellent,Uyak
Harlequin Duck,12,1994,103,3.5,Excellent,Uyak
Horned Grebe,9,1994,103,3.5,Excellent,Uyak
Loon,3,1994,103,3.5,Excellent,Uyak
Marbled Murrelet,3,1994,103,3.5,Excellent,Uyak
Long-tailed Duck,33,1994,103,3.5,Excellent,Uyak
Pigeon Guillemot,3,1994,103,3.5,Excellent,Uyak
Red-breasted Merganser,0,1994,103,3.5,Excellent,Uyak
Red-necked Grebe,3,1994,103,3.5,Excellent,Uyak
Surf Scoter,13,1994,103,3.5,Excellent,Uyak
White-winged Scoter,24,1994,103,3.5,Excellent,Uyak
Barrow's Goldeneye,6,1995,103,3,Excellent,Uyak
Black Scoter,90,1995,103,3,Excellent,Uyak
Common Merganser,0,1995,103,3,Excellent,Uyak
Common Murre,7,1995,103,3,Excellent,Uyak
Cormorant,3,1995,103,3,Excellent,Uyak
Harlequin Duck,6,1995,103,3,Excellent,Uyak
Horned Grebe,3,1995,103,3,Excellent,Uyak
Loon,3,1995,103,3,Excellent,Uyak
Marbled Murrelet,5,1995,103,3,Excellent,Uyak
Long-tailed Duck,17,1995,103,3,Excellent,Uyak
Pigeon Guillemot,0,1995,103,3,Excellent,Uyak
Red-breasted Merganser,4,1995,103,3,Excellent,Uyak
Red-necked Grebe,4,1995,103,3,Excellent,Uyak
Surf Scoter,10,1995,103,3,Excellent,Uyak
White-winged Scoter,0,1995,103,3,Excellent,Uyak
Barrow's Goldeneye,0,1996,103,3.5,Good,Uyak
Black Scoter,30,1996,103,3.5,Good,Uyak
Common Merganser,0,1996,103,3.5,Good,Uyak
Common Murre,11,1996,103,3.5,Good,Uyak
Cormorant,2,1996,103,3.5,Good,Uyak
Harlequin Duck,8,1996,103,3.5,Good,Uyak
Horned Grebe,1,1996,103,3.5,Good,Uyak
Loon,6,1996,103,3.5,Good,Uyak
Marbled Murrelet,0,1996,103,3.5,Good,Uyak
Long-tailed Duck,5,1996,103,3.5,Good,Uyak
Pigeon Guillemot,2,1996,103,3.5,Good,Uyak
Red-breasted Merganser,2,1996,103,3.5,Good,Uyak
Red-necked Grebe,0,1996,103,3.5,Good,Uyak
Surf Scoter,0,1996,103,3.5,Good,Uyak
White-winged Scoter,22,1996,103,3.5,Good,Uyak
Barrow's Goldeneye,3,1997,103,3,Excellent,Uyak
Black Scoter,0,1997,103,3,Excellent,Uyak
Common Merganser,0,1997,103,3,Excellent,Uyak
Common Murre,0,1997,103,3,Excellent,Uyak
Cormorant,2,1997,103,3,Excellent,Uyak
Harlequin Duck,13,1997,103,3,Excellent,Uyak
Horned Grebe,0,1997,103,3,Excellent,Uyak
Loon,4,1997,103,3,Excellent,Uyak
Marbled Murrelet,0,1997,103,3,Excellent,Uyak
Long-tailed Duck,10,1997,103,3,Excellent,Uyak
Pigeon Guillemot,1,1997,103,3,Excellent,Uyak
Red-breasted Merganser,2,1997,103,3,Excellent,Uyak
Red-necked Grebe,3,1997,103,3,Excellent,Uyak
Surf Scoter,1,1997,103,3,Excellent,Uyak
White-winged Scoter,16,1997,103,3,Excellent,Uyak
Barrow's Goldeneye,0,1999,103,3,Average,Uyak
Black Scoter,69,1999,103,3,Average,Uyak
Common Merganser,0,1999,103,3,Average,Uyak
Common Murre,0,1999,103,3,Average,Uyak
Cormorant,1,1999,103,3,Average,Uyak
Harlequin Duck,4,1999,103,3,Average,Uyak
Horned Grebe,1,1999,103,3,Average,Uyak
Loon,1,1999,103,3,Average,Uyak
Marbled Murrelet,2,1999,103,3,Average,Uyak
Long-tailed Duck,58,1999,103,3,Average,Uyak
Pigeon Guillemot,0,1999,103,3,Average,Uyak
Red-breasted Merganser,2,1999,103,3,Average,Uyak
Red-necked Grebe,1,1999,103,3,Average,Uyak
Surf Scoter,9,1999,103,3,Average,Uyak
White-winged Scoter,31,1999,103,3,Average,Uyak
Barrow's Goldeneye,14,2000,103,2.5,Excellent,Uyak
Black Scoter,70,2000,103,2.5,Excellent,Uyak
Common Merganser,0,2000,103,2.5,Excellent,Uyak
Common Murre,0,2000,103,2.5,Excellent,Uyak
Cormorant,0,2000,103,2.5,Excellent,Uyak
Harlequin Duck,23,2000,103,2.5,Excellent,Uyak
Horned Grebe,0,2000,103,2.5,Excellent,Uyak
Loon,4,2000,103,2.5,Excellent,Uyak
Marbled Murrelet,1,2000,103,2.5,Excellent,Uyak
Long-tailed Duck,87,2000,103,2.5,Excellent,Uyak
Pigeon Guillemot,2,2000,103,2.5,Excellent,Uyak
Red-breasted Merganser,20,2000,103,2.5,Excellent,Uyak
Red-necked Grebe,5,2000,103,2.5,Excellent,Uyak
Surf Scoter,0,2000,103,2.5,Excellent,Uyak
White-winged Scoter,22,2000,103,2.5,Excellent,Uyak
Barrow's Goldeneye,0,2001,103,3.9,Average,Uyak
Black Scoter,23,2001,103,3.9,Average,Uyak
Common Merganser,0,2001,103,3.9,Average,Uyak
Common Murre,2,2001,103,3.9,Average,Uyak
Cormorant,2,2001,103,3.9,Average,Uyak
Harlequin Duck,0,2001,103,3.9,Average,Uyak
Horned Grebe,0,2001,103,3.9,Average,Uyak
Loon,1,2001,103,3.9,Average,Uyak
Marbled Murrelet,0,2001,103,3.9,Average,Uyak
Long-tailed Duck,8,2001,103,3.9,Average,Uyak
Pigeon Guillemot,0,2001,103,3.9,Average,Uyak
Red-breasted Merganser,3,2001,103,3.9,Average,Uyak
Red-necked Grebe,0,2001,103,3.9,Average,Uyak
Surf Scoter,0,2001,103,3.9,Average,Uyak
White-winged Scoter,17,2001,103,3.9,Average,Uyak
Barrow's Goldeneye,13,2002,103,4.18,Good,Uyak
Black Scoter,62,2002,103,4.18,Good,Uyak
Common Merganser,0,2002,103,4.18,Good,Uyak
Common Murre,5,2002,103,4.18,Good,Uyak
Cormorant,9,2002,103,4.18,Good,Uyak
Harlequin Duck,25,2002,103,4.18,Good,Uyak
Horned Grebe,0,2002,103,4.18,Good,Uyak
Loon,6,2002,103,4.18,Good,Uyak
Marbled Murrelet,1,2002,103,4.18,Good,Uyak
Long-tailed Duck,63,2002,103,4.18,Good,Uyak
Pigeon Guillemot,0,2002,103,4.18,Good,Uyak
Red-breasted Merganser,3,2002,103,4.18,Good,Uyak
Red-necked Grebe,1,2002,103,4.18,Good,Uyak
Surf Scoter,5,2002,103,4.18,Good,Uyak
White-winged Scoter,18,2002,103,4.18,Good,Uyak
Barrow's Goldeneye,2,2003,103,5.1,Good,Uyak
Black Scoter,16,2003,103,5.1,Good,Uyak
Common Merganser,0,2003,103,5.1,Good,Uyak
Common Murre,5,2003,103,5.1,Good,Uyak
Cormorant,3,2003,103,5.1,Good,Uyak
Harlequin Duck,5,2003,103,5.1,Good,Uyak
Horned Grebe,1,2003,103,5.1,Good,Uyak
Loon,5,2003,103,5.1,Good,Uyak
Marbled Murrelet,0,2003,103,5.1,Good,Uyak
Long-tailed Duck,9,2003,103,5.1,Good,Uyak
Pigeon Guillemot,1,2003,103,5.1,Good,Uyak
Red-breasted Merganser,3,2003,103,5.1,Good,Uyak
Red-necked Grebe,6,2003,103,5.1,Good,Uyak
Surf Scoter,0,2003,103,5.1,Good,Uyak
White-winged Scoter,7,2003,103,5.1,Good,Uyak
Barrow's Goldeneye,15,2004,103,4.6,Good,Uyak
Black Scoter,144,2004,103,4.6,Good,Uyak
Common Merganser,0,2004,103,4.6,Good,Uyak
Common Murre,3,2004,103,4.6,Good,Uyak
Harlequin Duck,6,2004,103,4.6,Good,Uyak
Horned Grebe,0,2004,103,4.6,Good,Uyak
Loon,4,2004,103,4.6,Good,Uyak
Marbled Murrelet,0,2004,103,4.6,Good,Uyak
Long-tailed Duck,73,2004,103,4.6,Good,Uyak
Pigeon Guillemot,3,2004,103,4.6,Good,Uyak
Red-breasted Merganser,39,2004,103,4.6,Good,Uyak
Red-necked Grebe,4,2004,103,4.6,Good,Uyak
Surf Scoter,0,2004,103,4.6,Good,Uyak
White-winged Scoter,30,2004,103,4.6,Good,Uyak
Barrow's Goldeneye,6,2005,103,4.2,Excellent,Uyak
Black Scoter,8,2005,103,4.2,Excellent,Uyak
Common Merganser,5,2005,103,4.2,Excellent,Uyak
Common Murre,4,2005,103,4.2,Excellent,Uyak
Harlequin Duck,17,2005,103,4.2,Excellent,Uyak
Horned Grebe,5,2005,103,4.2,Excellent,Uyak
Marbled Murrelet,0,2005,103,4.2,Excellent,Uyak
Long-tailed Duck,62,2005,103,4.2,Excellent,Uyak
Pigeon Guillemot,1,2005,103,4.2,Excellent,Uyak
Red-breasted Merganser,15,2005,103,4.2,Excellent,Uyak
Red-necked Grebe,3,2005,103,4.2,Excellent,Uyak
Surf Scoter,0,2005,103,4.2,Excellent,Uyak
White-winged Scoter,18,2005,103,4.2,Excellent,Uyak
Barrow's Goldeneye,0,1986,104,4.4,Excellent,Uyak
Black Scoter,0,1986,104,4.4,Excellent,Uyak
Common Merganser,0,1986,104,4.4,Excellent,Uyak
Common Murre,4,1986,104,4.4,Excellent,Uyak
Cormorant,1,1986,104,4.4,Excellent,Uyak
Harlequin Duck,0,1986,104,4.4,Excellent,Uyak
Horned Grebe,0,1986,104,4.4,Excellent,Uyak
Loon,19,1986,104,4.4,Excellent,Uyak
Marbled Murrelet,1,1986,104,4.4,Excellent,Uyak
Long-tailed Duck,0,1986,104,4.4,Excellent,Uyak
Pigeon Guillemot,3,1986,104,4.4,Excellent,Uyak
Red-breasted Merganser,0,1986,104,4.4,Excellent,Uyak
Red-necked Grebe,0,1986,104,4.4,Excellent,Uyak
Surf Scoter,0,1986,104,4.4,Excellent,Uyak
White-winged Scoter,0,1986,104,4.4,Excellent,Uyak
Barrow's Goldeneye,0,1987,104,4.9,Excellent,Uyak
Black Scoter,0,1987,104,4.9,Excellent,Uyak
Common Merganser,0,1987,104,4.9,Excellent,Uyak
Common Murre,7,1987,104,4.9,Excellent,Uyak
Cormorant,3,1987,104,4.9,Excellent,Uyak
Harlequin Duck,0,1987,104,4.9,Excellent,Uyak
Horned Grebe,0,1987,104,4.9,Excellent,Uyak
Loon,0,1987,104,4.9,Excellent,Uyak
Marbled Murrelet,6,1987,104,4.9,Excellent,Uyak
Long-tailed Duck,6,1987,104,4.9,Excellent,Uyak
Pigeon Guillemot,1,1987,104,4.9,Excellent,Uyak
Red-breasted Merganser,2,1987,104,4.9,Excellent,Uyak
Red-necked Grebe,1,1987,104,4.9,Excellent,Uyak
Surf Scoter,0,1987,104,4.9,Excellent,Uyak
White-winged Scoter,0,1987,104,4.9,Excellent,Uyak
Barrow's Goldeneye,0,1988,104,4,Excellent,Uyak
Black Scoter,0,1988,104,4,Excellent,Uyak
Common Merganser,0,1988,104,4,Excellent,Uyak
Common Murre,10,1988,104,4,Excellent,Uyak
Cormorant,0,1988,104,4,Excellent,Uyak
Harlequin Duck,0,1988,104,4,Excellent,Uyak
Horned Grebe,0,1988,104,4,Excellent,Uyak
Loon,0,1988,104,4,Excellent,Uyak
Marbled Murrelet,4,1988,104,4,Excellent,Uyak
Long-tailed Duck,0,1988,104,4,Excellent,Uyak
Pigeon Guillemot,0,1988,104,4,Excellent,Uyak
Red-breasted Merganser,0,1988,104,4,Excellent,Uyak
Red-necked Grebe,0,1988,104,4,Excellent,Uyak
Surf Scoter,0,1988,104,4,Excellent,Uyak
White-winged Scoter,0,1988,104,4,Excellent,Uyak
Barrow's Goldeneye,0,1989,104,2.7,Excellent,Uyak
Black Scoter,0,1989,104,2.7,Excellent,Uyak
Common Merganser,0,1989,104,2.7,Excellent,Uyak
Common Murre,25,1989,104,2.7,Excellent,Uyak
Cormorant,2,1989,104,2.7,Excellent,Uyak
Harlequin Duck,0,1989,104,2.7,Excellent,Uyak
Horned Grebe,0,1989,104,2.7,Excellent,Uyak
Loon,13,1989,104,2.7,Excellent,Uyak
Marbled Murrelet,0,1989,104,2.7,Excellent,Uyak
Long-tailed Duck,1,1989,104,2.7,Excellent,Uyak
Pigeon Guillemot,4,1989,104,2.7,Excellent,Uyak
Red-breasted Merganser,0,1989,104,2.7,Excellent,Uyak
Red-necked Grebe,2,1989,104,2.7,Excellent,Uyak
Surf Scoter,6,1989,104,2.7,Excellent,Uyak
White-winged Scoter,5,1989,104,2.7,Excellent,Uyak
Barrow's Goldeneye,0,1990,104,2.2,Excellent,Uyak
Black Scoter,0,1990,104,2.2,Excellent,Uyak
Common Merganser,0,1990,104,2.2,Excellent,Uyak
Common Murre,7,1990,104,2.2,Excellent,Uyak
Cormorant,2,1990,104,2.2,Excellent,Uyak
Harlequin Duck,10,1990,104,2.2,Excellent,Uyak
Horned Grebe,4,1990,104,2.2,Excellent,Uyak
Loon,0,1990,104,2.2,Excellent,Uyak
Marbled Murrelet,0,1990,104,2.2,Excellent,Uyak
Long-tailed Duck,0,1990,104,2.2,Excellent,Uyak
Pigeon Guillemot,2,1990,104,2.2,Excellent,Uyak
Red-breasted Merganser,0,1990,104,2.2,Excellent,Uyak
Red-necked Grebe,3,1990,104,2.2,Excellent,Uyak
Surf Scoter,0,1990,104,2.2,Excellent,Uyak
White-winged Scoter,2,1990,104,2.2,Excellent,Uyak
Barrow's Goldeneye,0,1991,104,2.5,Good,Uyak
Black Scoter,0,1991,104,2.5,Good,Uyak
Common Merganser,0,1991,104,2.5,Good,Uyak
Common Murre,4,1991,104,2.5,Good,Uyak
Cormorant,2,1991,104,2.5,Good,Uyak
Harlequin Duck,0,1991,104,2.5,Good,Uyak
Horned Grebe,3,1991,104,2.5,Good,Uyak
Loon,0,1991,104,2.5,Good,Uyak
Marbled Murrelet,0,1991,104,2.5,Good,Uyak
Long-tailed Duck,0,1991,104,2.5,Good,Uyak
Pigeon Guillemot,4,1991,104,2.5,Good,Uyak
Red-breasted Merganser,0,1991,104,2.5,Good,Uyak
Red-necked Grebe,0,1991,104,2.5,Good,Uyak
Surf Scoter,0,1991,104,2.5,Good,Uyak
White-winged Scoter,0,1991,104,2.5,Good,Uyak
Barrow's Goldeneye,0,1992,104,3.5,Good,Uyak
Black Scoter,37,1992,104,3.5,Good,Uyak
Common Merganser,0,1992,104,3.5,Good,Uyak
Common Murre,5,1992,104,3.5,Good,Uyak
Cormorant,3,1992,104,3.5,Good,Uyak
Harlequin Duck,4,1992,104,3.5,Good,Uyak
Horned Grebe,0,1992,104,3.5,Good,Uyak
Loon,0,1992,104,3.5,Good,Uyak
Marbled Murrelet,0,1992,104,3.5,Good,Uyak
Long-tailed Duck,0,1992,104,3.5,Good,Uyak
Pigeon Guillemot,0,1992,104,3.5,Good,Uyak
Red-breasted Merganser,0,1992,104,3.5,Good,Uyak
Red-necked Grebe,0,1992,104,3.5,Good,Uyak
Surf Scoter,0,1992,104,3.5,Good,Uyak
White-winged Scoter,8,1992,104,3.5,Good,Uyak
Barrow's Goldeneye,0,1993,104,3,Excellent,Uyak
Black Scoter,0,1993,104,3,Excellent,Uyak
Common Merganser,0,1993,104,3,Excellent,Uyak
Common Murre,56,1993,104,3,Excellent,Uyak
Cormorant,6,1993,104,3,Excellent,Uyak
Harlequin Duck,0,1993,104,3,Excellent,Uyak
Horned Grebe,0,1993,104,3,Excellent,Uyak
Loon,0,1993,104,3,Excellent,Uyak
Marbled Murrelet,3,1993,104,3,Excellent,Uyak
Long-tailed Duck,0,1993,104,3,Excellent,Uyak
Pigeon Guillemot,2,1993,104,3,Excellent,Uyak
Red-breasted Merganser,0,1993,104,3,Excellent,Uyak
Red-necked Grebe,0,1993,104,3,Excellent,Uyak
Surf Scoter,0,1993,104,3,Excellent,Uyak
White-winged Scoter,0,1993,104,3,Excellent,Uyak
Barrow's Goldeneye,0,1994,104,3,Excellent,Uyak
Black Scoter,4,1994,104,3,Excellent,Uyak
Common Merganser,0,1994,104,3,Excellent,Uyak
Common Murre,4,1994,104,3,Excellent,Uyak
Cormorant,6,1994,104,3,Excellent,Uyak
Harlequin Duck,11,1994,104,3,Excellent,Uyak
Horned Grebe,4,1994,104,3,Excellent,Uyak
Loon,3,1994,104,3,Excellent,Uyak
Marbled Murrelet,1,1994,104,3,Excellent,Uyak
Long-tailed Duck,0,1994,104,3,Excellent,Uyak
Pigeon Guillemot,7,1994,104,3,Excellent,Uyak
Red-breasted Merganser,0,1994,104,3,Excellent,Uyak
Red-necked Grebe,4,1994,104,3,Excellent,Uyak
Surf Scoter,0,1994,104,3,Excellent,Uyak
White-winged Scoter,0,1994,104,3,Excellent,Uyak
Barrow's Goldeneye,0,1995,104,3,Excellent,Uyak
Black Scoter,0,1995,104,3,Excellent,Uyak
Common Merganser,0,1995,104,3,Excellent,Uyak
Common Murre,86,1995,104,3,Excellent,Uyak
Cormorant,1,1995,104,3,Excellent,Uyak
Harlequin Duck,8,1995,104,3,Excellent,Uyak
Horned Grebe,4,1995,104,3,Excellent,Uyak
Loon,8,1995,104,3,Excellent,Uyak
Marbled Murrelet,2,1995,104,3,Excellent,Uyak
Long-tailed Duck,2,1995,104,3,Excellent,Uyak
Pigeon Guillemot,4,1995,104,3,Excellent,Uyak
Red-breasted Merganser,0,1995,104,3,Excellent,Uyak
Red-necked Grebe,2,1995,104,3,Excellent,Uyak
