date,time,no,no2,pm10,co2,temp,humi
2013-01-22,21:00,74,56,103,626,16,41.1
2013-01-22,22:00,49,52,99,593,16.2,41
2013-01-22,23:00,45,51,98,587,16,42.1
2013-01-23,00:00,45,53,77,555,15.5,43.2
2013-01-23,01:00,25,49,134,482,14.4,44.8
2013-01-23,02:00,18,47,67,464,13.4,47.1
2013-01-23,03:00,11,44,39,459,12.9,48.2
2013-01-23,04:00,13,43,21,454,12.7,48.9
2013-01-23,05:00,12,42,21,458,12.6,49.6
2013-01-23,06:00,47,53,56,503,14.3,46.2
2013-01-23,07:00,121,67,87,602,15.7,44.1
2013-01-23,08:00,206,82,122,786,16.1,44.5
2013-01-23,09:00,211,78,145,834,16.7,43.3
2013-01-23,10:00,186,78,131,734,16.8,41.7
2013-01-23,11:00,99,73,129,685,16.8,40.2
2013-01-23,12:00,118,75,136,726,17,40.5
2013-01-23,13:00,74,73,142,760,17.3,39.6
2013-01-23,14:00,64,73,136,754,17.1,39.8
2013-01-23,15:00,58,71,149,784,17.4,38.9
2013-01-23,16:00,60,74,171,834,17.7,38.3
2013-01-23,17:00,57,71,185,943,17.8,38
2013-01-23,18:00,57,72,191,953,18,37.2
2013-01-23,19:00,67,80,185,877,17.8,36.4
2013-01-23,20:00,55,75,160,736,17.5,35.8
2013-01-23,21:00,29,69,125,602,16.9,35.7
2013-01-23,22:00,32,71,99,582,16.6,36.1
2013-01-23,23:00,29,65,109,574,16.6,37.3
2013-01-24,00:00,7,47,86,521,16.8,36.7
2013-01-24,01:00,6,48,88,474,16,38.7
2013-01-24,02:00,8,47,199,468,15.8,41.1
2013-01-24,03:00,9,45,244,474,15.6,42.2
2013-01-24,04:00,6,47,122,480,15.4,43
2013-01-24,05:00,43,51,45,501,15.7,42.5
2013-01-24,06:00,62,45,123,525,16.1,40.5
2013-01-24,07:00,96,45,120,592,16.8,38.5
2013-01-24,08:00,103,42,169,728,17.2,38.9
2013-01-24,09:00,89,40,201,761,17.5,38.4
2013-01-24,10:00,66,37,190,677,17.4,37.3
2013-01-24,11:00,76,37,185,701,17.7,36.7
2013-01-24,12:00,73,38,177,746,17.7,36.8
2013-01-24,13:00,79,43,186,781,17.7,36.3
2013-01-24,14:00,90,48,194,794,17.7,35.1
2013-01-24,15:00,90,48,188,821,17.9,34.1
2013-01-24,16:00,76,50,225,859,17.8,33.1
2013-01-24,17:00,69,51,243,976,18.1,32.5
2013-01-24,18:00,61,52,229,975,18.1,31
2013-01-24,19:00,56,54,231,944,17.9,29.6
2013-01-24,20:00,35,52,171,783,17.4,28.7
2013-01-24,21:00,24,50,131,617,16.6,28.1
2013-01-24,22:00,20,49,114,592,16.4,28
2013-01-24,23:00,21,51,114,584,16.1,28.3
2013-01-25,00:00,16,49,112,557,15.9,28.5
2013-01-25,01:00,12,48,79,475,14.4,29.9
2013-01-25,02:00,11,48,184,466,13.8,38.5
2013-01-25,03:00,10,47,61,469,13.4,37.1
2013-01-25,04:00,6,41,16,460,13,34
2013-01-25,05:00,8,42,24,464,13.5,32.3
2013-01-25,06:00,11,42,83,490,14.6,30.3
2013-01-25,07:00,38,47,107,562,15.3,29.8
2013-01-25,08:00,61,50,149,687,15.6,30.1
2013-01-25,09:00,66,44,170,742,16,29.8
2013-01-25,10:00,110,58,170,655,15.8,29.3
2013-01-25,11:00,115,63,158,688,16.1,28.9
2013-01-25,12:00,100,62,150,732,16.4,28.1
2013-01-25,13:00,75,57,155,724,16.4,28.5
2013-01-25,14:00,63,54,154,739,16.3,29.1
2013-01-25,15:00,52,49,166,791,16.7,29.4
2013-01-25,16:00,46,48,184,843,16.9,30
2013-01-25,17:00,47,47,183,NA,17.4,31.3
2013-01-25,18:00,36,44,155,NA,17.5,30.6
2013-01-25,19:00,42,47,170,899,17.2,29.9
2013-01-25,20:00,25,44,141,768,17,29.1
2013-01-25,21:00,18,42,122,659,16.4,28.9
2013-01-25,22:00,16,40,109,613,16.3,28.6
2013-01-25,23:00,13,36,109,604,16,29
2013-01-26,00:00,12,34,105,581,15.7,29.7
2013-01-26,01:00,11,32,84,535,15.3,30.3
2013-01-26,02:00,15,35,61,463,14.1,31.7
2013-01-26,03:00,12,33,28,444,13.5,32.1
2013-01-26,04:00,5,27,20,437,13.1,32.1
2013-01-26,05:00,6,27,20,453,13.3,31.9
2013-01-26,06:00,16,33,62,483,14.2,30.7
2013-01-26,07:00,16,33,81,490,14.4,30.6
2013-01-26,08:00,21,34,96,517,15,31.1
2013-01-26,09:00,33,36,106,568,15.4,31.7
2013-01-26,10:00,33,37,124,621,15.6,33
2013-01-26,11:00,39,39,135,690,15.9,34.9
2013-01-26,12:00,45,38,133,743,16.5,35.5
2013-01-26,13:00,56,39,169,760,16.5,37.1
2013-01-26,14:00,57,40,160,823,17,38
2013-01-26,15:00,61,43,169,939,17.5,39.5
2013-01-26,16:00,55,46,179,992,17.7,40.5
2013-01-26,17:00,63,49,182,NA,18,41
2013-01-26,18:00,91,56,183,NA,18.2,41.2
2013-01-26,19:00,150,67,202,NA,18.2,40.9
2013-01-26,20:00,132,63,175,895,17.9,40.3
2013-01-26,21:00,122,61,162,766,17.8,39.1
2013-01-26,22:00,73,56,137,677,17.1,39.1
2013-01-26,23:00,47,51,130,657,17.3,38.3
2013-01-27,00:00,33,47,117,642,17.3,38
2013-01-27,01:00,18,41,105,623,17,39.1
2013-01-27,02:00,7,36,64,499,15.7,41.2
2013-01-27,03:00,5,32,9,471,15.4,41.9
2013-01-27,04:00,3,26,5,457,15.3,42.5
2013-01-27,05:00,3,27,13,472,15,43.7
2013-01-27,06:00,2,23,45,484,15.7,42.7
2013-01-27,07:00,3,24,50,486,16.1,42.3
2013-01-27,08:00,2,24,55,495,16.2,42.9
2013-01-27,09:00,3,25,62,513,16.6,42.5
2013-01-27,10:00,3,25,78,543,16.8,42.9
2013-01-27,11:00,4,29,89,598,16.6,45.1
2013-01-27,12:00,5,31,95,622,17.2,44.4
2013-01-27,13:00,8,34,100,705,17.6,45.3
2013-01-27,14:00,10,34,90,774,18.2,45.4
2013-01-27,15:00,11,36,114,732,18.2,46.2
2013-01-27,16:00,12,38,113,732,18.1,46.6
2013-01-27,17:00,10,38,113,852,18.6,43.3
2013-01-27,18:00,13,44,127,847,18.7,40.1
2013-01-27,19:00,21,50,141,769,18.6,38.6
2013-01-27,20:00,27,57,131,693,18.3,38
2013-01-27,21:00,25,55,117,634,17.9,38
2013-01-27,22:00,20,53,95,604,17.9,37.3
2013-01-27,23:00,16,49,94,592,17.9,36.8
2013-01-28,00:00,10,44,87,554,17.6,36.7
2013-01-28,01:00,7,33,118,506,17,40.9
2013-01-28,02:00,6,27,115,496,16.7,41.9
2013-01-28,03:00,4,27,60,489,16.1,45
2013-01-28,04:00,5,31,136,495,16,49.3
2013-01-28,05:00,7,34,26,503,16.3,44.7
2013-01-28,06:00,18,37,71,530,17,42.6
2013-01-28,07:00,28,41,97,592,17.3,42.7
2013-01-28,08:00,57,49,141,740,17.5,43.6
2013-01-28,09:00,69,51,165,808,18,43
2013-01-28,10:00,67,53,166,721,18.2,41.5
2013-01-28,11:00,57,50,155,695,18.4,40.8
2013-01-28,12:00,38,48,155,711,18.7,40.2
2013-01-28,13:00,27,46,150,743,18.9,39.7
2013-01-28,14:00,26,45,156,734,18.9,39.7
2013-01-28,15:00,30,47,157,764,19.1,38.9
2013-01-28,16:00,28,47,193,825,19.2,38.6
2013-01-28,17:00,27,49,210,904,19.3,40.3
2013-01-28,18:00,29,48,198,966,19.7,40.8
2013-01-28,19:00,20,46,203,867,19.7,40.8
2013-01-28,20:00,13,43,158,725,19.5,40.8
2013-01-28,21:00,6,35,120,623,19.5,41
2013-01-28,22:00,4,32,102,602,19.4,42.7
2013-01-28,23:00,4,30,107,594,19.2,44
2013-01-29,00:00,3,25,93,548,19.1,44.9
2013-01-29,01:00,2,22,70,502,18,49.2
2013-01-29,02:00,3,20,133,502,17.7,52.1
2013-01-29,03:00,3,19,236,512,17.7,55.2
2013-01-29,04:00,3,23,147,503,17.7,56.8
2013-01-29,05:00,3,23,27,495,17.8,55.2
2013-01-29,06:00,4,26,63,533,18.6,52.4
2013-01-29,07:00,9,33,86,614,18.8,52.9
2013-01-29,08:00,20,36,106,777,19.5,52.3
2013-01-29,09:00,23,35,93,887,20.2,51.6
2013-01-29,10:00,19,36,116,726,20.6,49.6
2013-01-29,11:00,18,38,112,696,20,49.5
2013-01-29,12:00,15,37,107,716,20.2,48.6
2013-01-29,13:00,15,36,120,729,19.8,50.8
2013-01-29,14:00,20,37,111,716,19.8,51.6
2013-01-29,15:00,21,36,112,767,20.1,51.8
2013-01-29,16:00,28,36,136,853,20.7,51.4
2013-01-29,17:00,27,34,166,955,21,51.9
2013-01-29,18:00,22,32,151,966,21.6,50.8
2013-01-29,19:00,26,34,158,929,21.4,51.2
2013-01-29,20:00,17,31,124,778,21.3,50.7
2013-01-29,21:00,10,30,91,672,21.1,50
2013-01-29,22:00,8,29,83,637,20.6,52.1
2013-01-29,23:00,6,25,74,614,20.2,53.4
2013-01-30,00:00,6,25,64,575,20.1,53.7
2013-01-30,01:00,5,23,41,529,19.8,55
2013-01-30,02:00,5,21,32,499,18.9,58.7
2013-01-30,03:00,12,21,69,481,19.1,59.3
2013-01-30,04:00,20,22,83,469,20,57.8
2013-01-30,05:00,17,22,214,485,19.9,57.8
2013-01-30,06:00,13,22,67,529,20.4,56.1
2013-01-30,07:00,22,26,78,604,20.8,54.4
2013-01-30,08:00,32,27,120,768,21,55.5
2013-01-30,09:00,43,23,238,825,20.8,57.8
2013-01-30,10:00,30,28,157,729,21.2,56
2013-01-30,11:00,36,28,116,714,21.5,55.3
2013-01-30,12:00,28,31,113,740,21.4,56.5
2013-01-30,13:00,24,29,130,750,21.2,56.2
2013-01-30,14:00,30,29,199,768,21.1,54.2
2013-01-30,15:00,37,30,241,820,21.3,51.5
2013-01-30,16:00,39,30,275,855,21.4,49
2013-01-30,17:00,45,32,249,NA,22.1,46.4
2013-01-30,18:00,63,36,251,NA,22.2,43.9
2013-01-30,19:00,39,37,253,965,21.8,41.8
2013-01-30,20:00,25,38,249,794,21.1,40.9
2013-01-30,21:00,23,37,221,664,20.6,40.4
2013-01-30,22:00,10,30,216,602,20.3,40.6
2013-01-30,23:00,8,29,208,597,20.1,41.2
2013-01-31,00:00,7,29,175,562,19.8,40.5
2013-01-31,01:00,6,28,125,509,19,41.5
2013-01-31,02:00,4,29,28,505,18.4,42.2
2013-01-31,03:00,3,25,9,495,18.1,43
2013-01-31,04:00,3,24,5,488,17.9,43.2
2013-01-31,05:00,6,29,14,507,17.9,43.3
2013-01-31,06:00,18,33,114,552,19,41.6
2013-01-31,07:00,46,41,186,624,19.1,42.8
2013-01-31,08:00,53,50,158,778,19.6,42.7
2013-01-31,09:00,36,45,164,824,20.5,42
2013-01-31,10:00,22,43,151,707,20.5,41.2
2013-01-31,11:00,18,44,143,665,20.2,41.8
2013-01-31,12:00,15,41,131,689,20.2,42.6
2013-01-31,13:00,NA,NA,148,756,20.3,43.8
2013-01-31,14:00,NA,NA,139,720,20.5,46.3
2013-01-31,15:00,12,38,107,727,21.2,45.2
2013-01-31,16:00,23,43,130,846,21.4,46.1
2013-01-31,17:00,25,45,144,840,21.3,44.4
2013-01-31,18:00,22,45,153,854,21.4,42.4
2013-01-31,19:00,29,50,177,823,21.2,41.2
2013-01-31,20:00,20,49,130,705,21.1,39.7
2013-01-31,21:00,18,49,113,576,20.5,40.3
2013-01-31,22:00,10,43,77,553,20.4,41
2013-01-31,23:00,9,40,86,545,20.3,43.8
2013-02-01,00:00,8,37,72,503,19.9,44.9
2013-02-01,01:00,4,32,52,424,19,47.3
2013-02-01,02:00,3,29,38,411,18,50.2
2013-02-01,03:00,2,26,20,410,17.5,51.6
2013-02-01,04:00,2,26,9,396,17.9,50.6
2013-02-01,05:00,4,31,7,417,18.1,50.1
2013-02-01,06:00,8,36,55,447,19,49.3
2013-02-01,07:00,22,45,71,509,19.4,48.7
2013-02-01,08:00,27,46,114,621,19.7,48.3
2013-02-01,09:00,47,50,142,711,20.1,47.6
2013-02-01,10:00,44,48,140,621,20.3,45
2013-02-01,11:00,45,51,130,603,20.4,44.7
2013-02-01,12:00,52,47,130,649,20.4,46.5
2013-02-01,13:00,67,47,123,677,20.5,47.9
2013-02-01,14:00,58,41,137,707,20.6,49.3
2013-02-01,15:00,45,40,140,717,20.8,49.7
2013-02-01,16:00,35,40,150,795,21,49.4
2013-02-01,17:00,35,43,167,881,21.3,48.6
2013-02-01,18:00,22,38,172,871,21.4,46.7
2013-02-01,19:00,11,37,135,777,21.3,42
2013-02-01,20:00,7,36,128,690,20.8,39.1
2013-02-01,21:00,5,33,107,581,20.2,37.1
2013-02-01,22:00,4,31,101,556,20.1,36.2
2013-02-01,23:00,4,31,101,519,19.8,36.7
2013-02-02,00:00,5,32,103,508,19.5,37.5
2013-02-02,01:00,3,29,85,473,18.9,38.5
2013-02-02,02:00,2,28,57,406,17.8,39.9
2013-02-02,03:00,7,39,29,398,17.4,41.7
2013-02-02,04:00,3,31,23,395,17.3,41.7
2013-02-02,05:00,2,27,13,409,17.2,40.7
2013-02-02,06:00,4,30,56,435,17.9,39
2013-02-02,07:00,6,34,82,441,18.3,38.5
2013-02-02,08:00,8,36,94,467,18.5,38.3
2013-02-02,09:00,8,33,104,502,18.7,38.4
2013-02-02,10:00,5,31,108,531,18.8,37.6
2013-02-02,11:00,3,29,103,570,18.9,36.2
2013-02-02,12:00,3,28,114,586,19,34.5
2013-02-02,13:00,3,28,142,618,19.3,33.6
2013-02-02,14:00,3,28,148,656,19.4,33.5
2013-02-02,15:00,4,31,155,745,19.7,34.8
2013-02-02,16:00,5,32,156,833,20,33.7
2013-02-02,17:00,7,35,170,930,20.2,36.2
2013-02-02,18:00,8,36,164,861,20.1,36
2013-02-02,19:00,6,36,114,816,19.9,34.5
2013-02-02,20:00,5,38,102,673,19.4,33
2013-02-02,21:00,5,39,94,581,18.9,32.6
2013-02-02,22:00,4,35,91,533,18.7,32.1
2013-02-02,23:00,4,34,89,514,18.4,32.2
2013-02-03,00:00,4,33,95,512,18.4,32.4
2013-02-03,01:00,4,34,88,483,17.8,33
2013-02-03,02:00,2,35,52,402,16.7,33.6
2013-02-03,03:00,2,31,12,NA,16,34.3
2013-02-03,04:00,2,28,5,NA,15.9,34.1
2013-02-03,05:00,2,29,9,395,16.1,33.5
2013-02-03,06:00,2,28,35,413,16.9,31.7
2013-02-03,07:00,3,31,42,410,17,31.1
2013-02-03,08:00,6,40,62,426,17.1,30.8
2013-02-03,09:00,9,42,65,442,17.1,30.2
2013-02-03,10:00,10,42,72,473,17.5,29.8
2013-02-03,11:00,11,41,74,494,17.6,29.4
2013-02-03,12:00,6,37,73,520,17.9,29.2
2013-02-03,13:00,5,35,69,528,18.2,28.9
2013-02-03,14:00,3,30,74,527,18.4,28.9
2013-02-03,15:00,6,35,99,572,18.6,30
2013-02-03,16:00,9,39,113,582,18.4,31.4
2013-02-03,17:00,11,42,117,627,18.5,33.2
2013-02-03,18:00,7,38,113,631,19,35
2013-02-03,19:00,7,36,111,605,18.8,36.5
2013-02-03,20:00,11,38,101,547,18.9,37.2
2013-02-03,21:00,5,34,90,497,18.6,39.2
2013-02-03,22:00,5,31,82,478,18.7,40.4
2013-02-03,23:00,2,27,74,464,18.4,42.3
2013-02-04,00:00,2,25,54,418,18.2,43.5
2013-02-04,01:00,2,22,43,391,17.7,46.1
2013-02-04,02:00,2,19,60,NA,17.5,48.6
2013-02-04,03:00,2,16,56,NA,17.3,53.9
2013-02-04,04:00,2,17,5,NA,17.1,53.3
2013-02-04,05:00,2,19,6,NA,17.3,52.5
2013-02-04,06:00,4,25,47,429,18.6,48.3
2013-02-04,07:00,13,37,74,499,18.8,48
2013-02-04,08:00,27,43,124,638,19,48.9
2013-02-04,09:00,42,45,145,682,19.5,48.7
2013-02-04,10:00,55,49,131,587,19.6,48.7
2013-02-04,11:00,49,46,114,558,19.8,48.4
2013-02-04,12:00,38,42,111,591,19.9,49.2
2013-02-04,13:00,29,40,108,603,20,49.5
2013-02-04,14:00,16,41,100,594,20.2,45.2
2013-02-04,15:00,15,42,109,630,20.4,42.5
2013-02-04,16:00,16,42,141,670,20.5,43
2013-02-04,17:00,16,44,168,792,20.6,41.9
2013-02-04,18:00,14,43,141,822,20.8,38.3
2013-02-04,19:00,11,44,155,727,20.8,36.8
2013-02-04,20:00,10,46,128,596,20.5,36.5
2013-02-04,21:00,6,40,98,521,20,35.4
2013-02-04,22:00,5,37,94,488,19.8,35.3
2013-02-04,23:00,2,29,80,461,19.6,35.3
2013-02-05,00:00,2,26,72,430,19.4,35.4
2013-02-05,01:00,2,20,38,NA,18.2,37.3
2013-02-05,02:00,2,17,27,NA,17.4,39.9
2013-02-05,03:00,2,17,20,NA,17.3,42.3
2013-02-05,04:00,2,18,5,NA,17.1,42.7
2013-02-05,05:00,2,19,5,NA,17.4,40.8
2013-02-05,06:00,2,24,42,419,18.5,38.3
2013-02-05,07:00,5,35,88,481,18.9,39.4
2013-02-05,08:00,14,46,131,640,19,41
2013-02-05,09:00,22,51,116,684,19.3,38.3
2013-02-05,10:00,26,53,110,569,19.3,36.6
2013-02-05,11:00,16,49,122,554,19.3,35.1
2013-02-05,12:00,13,46,115,574,19.5,33.7
2013-02-05,13:00,7,42,110,587,19.7,32.9
2013-02-05,14:00,7,42,98,578,19.7,30.8
2013-02-05,15:00,9,46,93,644,19.7,30.5
2013-02-05,16:00,7,42,100,632,19.8,30.1
2013-02-05,17:00,9,43,112,890,20.2,32.4
2013-02-05,18:00,15,51,122,873,20.2,30.1
2013-02-05,19:00,13,52,144,753,19.9,31.7
2013-02-05,20:00,14,54,113,607,19.6,31.5
2013-02-05,21:00,7,44,88,515,19,31.2
2013-02-05,22:00,4,38,84,490,18.7,31.5
2013-02-05,23:00,3,33,73,478,18.5,32
2013-02-06,00:00,2,29,62,438,18.4,32.2
2013-02-06,01:00,2,25,98,392,17.3,37
2013-02-06,02:00,2,21,159,393,17.3,40.2
2013-02-06,03:00,5,22,283,NA,17.2,46.2
2013-02-06,04:00,2,17,49,NA,16.8,46.8
2013-02-06,05:00,3,23,9,NA,17.1,44.6
2013-02-06,06:00,5,30,82,413,17.6,41.6
2013-02-06,07:00,13,44,89,492,18.3,40.3
2013-02-06,08:00,18,44,129,590,18.5,40.2
2013-02-06,09:00,49,50,160,635,18.8,39.6
2013-02-06,10:00,41,48,141,538,18.9,38.1
2013-02-06,11:00,15,40,118,536,18.9,35.3
2013-02-06,12:00,11,37,111,570,19,32.3
2013-02-06,13:00,6,35,129,586,19,30.9
2013-02-06,14:00,6,35,133,588,19.2,29.6
2013-02-06,15:00,9,39,139,618,19.3,29.2
2013-02-06,16:00,7,37,159,658,19.6,30
2013-02-06,17:00,8,38,153,743,19.9,29.9
2013-02-06,18:00,10,40,182,790,20,32.8
2013-02-06,19:00,13,41,174,759,20,34.1
2013-02-06,20:00,8,40,99,619,19.4,33.5
2013-02-06,21:00,5,33,94,507,18.8,33.8
2013-02-06,22:00,2,25,86,474,18.2,34
2013-02-06,23:00,2,25,75,475,18.1,34.6
2013-02-07,00:00,2,26,69,437,17.7,35.5
2013-02-07,01:00,2,27,43,NA,16.8,37.3
2013-02-07,02:00,2,24,251,NA,16.6,38
2013-02-07,03:00,3,29,576,NA,16.6,40.8
2013-02-07,04:00,2,20,101,NA,16.3,39.1
2013-02-07,05:00,2,21,117,NA,16.4,37.3
2013-02-07,06:00,3,27,134,397,17,36.3
2013-02-07,07:00,13,40,99,469,17.6,36.1
2013-02-07,08:00,31,47,143,596,18,36
2013-02-07,09:00,31,46,155,642,18.3,36.3
2013-02-07,10:00,27,45,146,552,18.4,34.5
2013-02-07,11:00,26,45,138,565,18.3,34.5
2013-02-07,12:00,14,40,142,656,18.5,33.7
2013-02-07,13:00,11,38,121,640,18.7,31.4
2013-02-07,14:00,13,42,116,662,18.9,30.2
2013-02-07,15:00,11,41,127,640,18.9,30.1
2013-02-07,16:00,9,39,147,687,19,29.8
2013-02-07,17:00,10,38,153,777,19.3,29.5
2013-02-07,18:00,16,44,157,839,20.1,29.2
2013-02-07,19:00,35,53,155,855,20.3,29.1
2013-02-07,20:00,26,55,107,708,19.7,28.3
2013-02-07,21:00,17,52,93,574,18.8,28.4
2013-02-07,22:00,12,48,92,545,18.6,29
2013-02-07,23:00,6,39,90,522,18.3,31.7
2013-02-08,00:00,6,39,78,491,17.7,34.5
2013-02-08,01:00,4,37,51,438,16.7,36.2
2013-02-08,02:00,3,33,170,434,16.4,37.7
2013-02-08,03:00,2,28,286,422,16.1,40.1
2013-02-08,04:00,5,30,228,426,16,40.7
2013-02-08,05:00,8,34,128,445,16.6,38.2
2013-02-08,06:00,18,38,108,474,17.2,36.3
2013-02-08,07:00,30,43,84,521,17.5,33.7
2013-02-08,08:00,46,45,111,643,17.7,34
2013-02-08,09:00,60,45,118,695,18.2,33.9
2013-02-08,10:00,51,47,110,613,18.3,31.7
2013-02-08,11:00,27,46,82,600,18.1,31.7
2013-02-08,12:00,14,40,115,617,18.4,31.4
2013-02-08,13:00,8,37,123,620,18.5,30.8
2013-02-08,14:00,9,40,139,648,18.7,30.6
2013-02-08,15:00,10,39,142,676,19,30.8
2013-02-08,16:00,12,41,156,752,19.3,30.9
2013-02-08,17:00,9,37,173,871,19.8,30.7
2013-02-08,18:00,10,37,212,1105,20.4,33
2013-02-08,19:00,13,39,179,1198,20.8,36.3
2013-02-08,20:00,23,44,126,921,20.4,34.7
2013-02-08,21:00,16,46,101,642,19.4,33.5
2013-02-08,22:00,13,44,108,581,19.1,33.2
2013-02-08,23:00,9,41,103,568,18.8,33.1
2013-02-09,00:00,18,49,84,564,18.2,33.2
2013-02-09,01:00,30,55,76,524,17.4,34.3
2013-02-09,02:00,21,49,59,437,16.5,35.9
2013-02-09,03:00,4,37,58,413,16.1,37.5
2013-02-09,04:00,5,37,23,414,15.9,37.6
2013-02-09,05:00,8,37,26,426,15.7,38.1
2013-02-09,06:00,9,39,62,450,16.8,36.4
2013-02-09,07:00,15,41,68,470,17,36.1
2013-02-09,08:00,35,44,79,505,17.4,35.5
2013-02-09,09:00,27,43,82,528,17.4,35.2
2013-02-09,10:00,14,40,90,551,17.4,34.9
2013-02-09,11:00,9,38,90,579,17.5,34.3
2013-02-09,12:00,11,39,108,614,17.9,33.4
2013-02-09,13:00,11,39,127,631,18.1,32.5
2013-02-09,14:00,13,42,136,669,18.2,31.8
2013-02-09,15:00,17,45,133,769,18.7,31.9
2013-02-09,16:00,25,49,135,796,18.7,32.1
2013-02-09,17:00,31,52,145,836,18.8,32.1
2013-02-09,18:00,46,55,139,882,18.7,32.6
2013-02-09,19:00,49,56,126,847,18.9,31.9
2013-02-09,20:00,30,53,112,713,18.6,30.8
2013-02-09,21:00,27,55,108,599,18,30.2
2013-02-09,22:00,27,55,99,572,17.8,30.3
2013-02-09,23:00,15,48,102,550,17.6,30.7
2013-02-10,00:00,16,46,100,532,17.7,31.1
2013-02-10,01:00,13,43,83,521,17.5,31.3
2013-02-10,02:00,11,43,37,434,16.3,31.5
2013-02-10,03:00,5,36,14,409,15.3,32.2
2013-02-10,04:00,3,32,27,405,15.2,32.3
2013-02-10,05:00,3,29,24,415,15.3,32.8
2013-02-10,06:00,3,27,42,421,16.2,31.7
2013-02-10,07:00,4,28,40,415,16.3,31.5
2013-02-10,08:00,4,29,46,430,16.6,30.9
2013-02-10,09:00,4,28,61,452,16.3,31.7
2013-02-10,10:00,5,29,83,483,16.6,31.8
2013-02-10,11:00,8,33,83,529,16.8,32.1
2013-02-10,12:00,13,36,97,560,17.3,32.3
2013-02-10,13:00,13,38,98,578,17.4,33.4
2013-02-10,14:00,11,38,110,597,17.9,33.9
2013-02-10,15:00,9,37,113,630,18,34.7
2013-02-10,16:00,13,40,157,718,18.6,35.4
2013-02-10,17:00,15,41,124,729,18.6,36.1
2013-02-10,18:00,13,41,108,697,18.3,36.2
2013-02-10,19:00,14,40,107,629,18.2,35.6
2013-02-10,20:00,14,40,103,577,17.8,36.6
2013-02-10,21:00,13,41,95,526,17.6,36.7
2013-02-10,22:00,13,40,89,529,17.9,36.6
2013-02-10,23:00,13,40,99,490,17.4,38
2013-02-11,00:00,16,42,89,474,17.3,39
2013-02-11,01:00,15,41,75,462,16.7,42.4
2013-02-11,02:00,6,31,134,458,16.6,52.6
2013-02-11,03:00,2,24,39,455,16.5,51.2
2013-02-11,04:00,2,24,13,448,16.2,48.7
2013-02-11,05:00,2,27,5,450,16.2,48.2
2013-02-11,06:00,8,37,61,483,17.1,45.5
2013-02-11,07:00,26,46,90,570,17.9,44
2013-02-11,08:00,34,48,148,767,18.2,45.7
2013-02-11,09:00,48,53,168,845,18.8,45
2013-02-11,10:00,55,55,156,665,18.6,43.3
2013-02-11,11:00,40,51,139,637,18.9,41.5
2013-02-11,12:00,28,48,145,651,19.1,40.1
2013-02-11,13:00,23,47,150,668,19.3,39
2013-02-11,14:00,17,47,142,670,19.3,38.2
2013-02-11,15:00,23,50,149,687,19.5,37.5
2013-02-11,16:00,19,48,170,740,19.7,37
2013-02-11,17:00,18,50,194,841,20.1,35.9
2013-02-11,18:00,16,48,195,844,20.1,36.5
2013-02-11,19:00,17,50,184,803,20.2,36.3
2013-02-11,20:00,12,45,139,664,19.9,35.7
2013-02-11,21:00,9,41,101,584,19.6,35.4
2013-02-11,22:00,10,37,95,559,19.2,35.4
2013-02-11,23:00,4,28,61,536,18.6,34.6
2013-02-12,00:00,4,27,62,499,18.4,34.2
2013-02-12,01:00,7,26,46,462,17.3,36
2013-02-12,02:00,2,25,35,457,17,36.8
2013-02-12,03:00,2,19,27,449,16.7,37.2
2013-02-12,04:00,2,22,12,447,16.7,38.1
2013-02-12,05:00,6,24,10,459,16.9,38.2
2013-02-12,06:00,14,25,88,493,17.3,37.7
2013-02-12,07:00,38,29,106,567,17.9,37
2013-02-12,08:00,49,30,154,742,18.3,38.2
2013-02-12,09:00,52,32,155,749,18.6,36.5
2013-02-12,10:00,55,35,170,638,18.7,34.7
2013-02-12,11:00,53,34,160,622,18.2,34.7
2013-02-12,12:00,40,33,142,645,18.6,33.5
2013-02-12,13:00,45,33,143,673,18.7,33.2
2013-02-12,14:00,44,33,163,666,18.6,33.1
2013-02-12,15:00,36,34,155,713,18.6,32.8
2013-02-12,16:00,29,36,160,765,19.1,32
2013-02-12,17:00,25,37,165,881,19.2,31.6
2013-02-12,18:00,20,37,168,967,19.6,30.9
2013-02-12,19:00,18,40,147,845,19.4,28.9
2013-02-12,20:00,16,42,119,689,18.9,27.7
2013-02-12,21:00,14,42,125,585,18.2,27.9
2013-02-12,22:00,9,36,112,561,17.6,28.5
2013-02-12,23:00,12,35,97,554,17.7,28.1
2013-02-13,00:00,15,36,86,514,17.7,27.8
2013-02-13,01:00,7,33,67,464,16.2,29.7
2013-02-13,02:00,9,30,84,453,15.8,30.8
2013-02-13,03:00,6,28,37,451,16.3,30.5
2013-02-13,04:00,2,23,14,443,16.3,28.8
2013-02-13,05:00,2,25,86,449,16.3,28.4
2013-02-13,06:00,5,28,125,481,16.9,27.2
2013-02-13,07:00,12,37,114,548,16.9,26.1
2013-02-13,08:00,35,43,149,668,17.3,26.6
2013-02-13,09:00,30,40,128,680,17.5,25.8
2013-02-13,10:00,43,42,102,634,18.1,24.3
2013-02-13,11:00,32,42,111,623,17.9,24.1
2013-02-13,12:00,38,46,138,662,17.9,24.5
2013-02-13,13:00,38,46,149,687,18,24.4
2013-02-13,14:00,38,47,136,680,18,24.1
2013-02-13,15:00,34,46,151,704,18.2,24.2
2013-02-13,16:00,28,45,166,751,18.3,24.6
